########################################################
# Region definition file for TIDIGITS corpus
# Column 1: Filename 
# Column 2: Speaker's id  
# Column 3: Speaker's Sex
# Column 4: Speaker's Age
# column 5: Region 
# column 6: Usage
#########################################################
Filename Speaker_id Sex Age Region Usage
/test/boy/bg/za.wav bg B 0-10 Southwest test
/test/boy/bg/zb.wav bg B 0-10 Southwest test
/test/boy/bg/zz5za.wav bg B 0-10 Southwest test
/test/boy/bk/118a.wav bk B 0-10 Southwest test
/test/boy/bk/16676o2a.wav bk B 0-10 Southwest test
/test/boy/bk/16a.wav bk B 0-10 Southwest test
/test/boy/bk/176a.wav bk B 0-10 Southwest test
/test/boy/bk/1a.wav bk B 0-10 Southwest test
/test/boy/bk/1b.wav bk B 0-10 Southwest test
/test/boy/bk/1o256a.wav bk B 0-10 Southwest test
/test/boy/bk/24a.wav bk B 0-10 Southwest test
/test/boy/bk/2663944a.wav bk B 0-10 Southwest test
/test/boy/bk/28687a.wav bk B 0-10 Southwest test
/test/boy/bk/29754a.wav bk B 0-10 Southwest test
/test/boy/bk/2a.wav bk B 0-10 Southwest test
/test/boy/bk/2b.wav bk B 0-10 Southwest test
/test/boy/bk/2oa.wav bk B 0-10 Southwest test
/test/boy/bk/3185a.wav bk B 0-10 Southwest test
/test/boy/bk/35299a.wav bk B 0-10 Southwest test
/test/boy/bk/3837oa.wav bk B 0-10 Southwest test
/test/boy/bk/393oa.wav bk B 0-10 Southwest test
/test/boy/bk/3a.wav bk B 0-10 Southwest test
/test/boy/bk/3b.wav bk B 0-10 Southwest test
/test/boy/bk/3z6za.wav bk B 0-10 Southwest test
/test/boy/bk/42442a.wav bk B 0-10 Southwest test
/test/boy/bk/43a.wav bk B 0-10 Southwest test
/test/boy/bk/47a.wav bk B 0-10 Southwest test
/test/boy/bk/49a.wav bk B 0-10 Southwest test
/test/boy/bk/4a.wav bk B 0-10 Southwest test
/test/boy/bk/4b.wav bk B 0-10 Southwest test
/test/boy/bk/4o46934a.wav bk B 0-10 Southwest test
/test/boy/bk/53375a.wav bk B 0-10 Southwest test
/test/boy/bk/5581a.wav bk B 0-10 Southwest test
/test/boy/bk/573a.wav bk B 0-10 Southwest test
/test/boy/bk/582a.wav bk B 0-10 Southwest test
/test/boy/bk/5a.wav bk B 0-10 Southwest test
/test/boy/bk/5b.wav bk B 0-10 Southwest test
/test/boy/bk/5z1a.wav bk B 0-10 Southwest test
/test/boy/bk/614zza.wav bk B 0-10 Southwest test
/test/boy/bk/6194a.wav bk B 0-10 Southwest test
/test/boy/bk/633oa.wav bk B 0-10 Southwest test
/test/boy/bk/65a.wav bk B 0-10 Southwest test
/test/boy/bk/6a.wav bk B 0-10 Southwest test
/test/boy/bk/6b.wav bk B 0-10 Southwest test
/test/boy/bk/6z5a.wav bk B 0-10 Southwest test
/test/boy/bk/72o9oo9a.wav bk B 0-10 Southwest test
/test/boy/bk/74o4738a.wav bk B 0-10 Southwest test
/test/boy/bk/779a.wav bk B 0-10 Southwest test
/test/boy/bk/783z41za.wav bk B 0-10 Southwest test
/test/boy/bk/7928a.wav bk B 0-10 Southwest test
/test/boy/bk/7a.wav bk B 0-10 Southwest test
/test/boy/bk/7b.wav bk B 0-10 Southwest test
/test/boy/bk/82234a.wav bk B 0-10 Southwest test
/test/boy/bk/8557a.wav bk B 0-10 Southwest test
/test/boy/bk/8884a.wav bk B 0-10 Southwest test
/test/boy/bk/8a.wav bk B 0-10 Southwest test
/test/boy/bk/8b.wav bk B 0-10 Southwest test
/test/boy/bk/8o7oo36a.wav bk B 0-10 Southwest test
/test/boy/bk/8za.wav bk B 0-10 Southwest test
/test/boy/bk/91za.wav bk B 0-10 Southwest test
/test/boy/bk/95a.wav bk B 0-10 Southwest test
/test/boy/bk/96o8o12a.wav bk B 0-10 Southwest test
/test/boy/bk/97a.wav bk B 0-10 Southwest test
/test/boy/bk/989199za.wav bk B 0-10 Southwest test
/test/boy/bk/9a.wav bk B 0-10 Southwest test
/test/boy/bk/9b.wav bk B 0-10 Southwest test
/test/boy/bk/o36a.wav bk B 0-10 Southwest test
/test/boy/bk/o5465o1a.wav bk B 0-10 Southwest test
/test/boy/bk/o643a.wav bk B 0-10 Southwest test
/test/boy/bk/o6a.wav bk B 0-10 Southwest test
/test/boy/bk/oa.wav bk B 0-10 Southwest test
/test/boy/bk/ob.wav bk B 0-10 Southwest test
/test/boy/bk/oo5ooa.wav bk B 0-10 Southwest test
/test/boy/bk/z598a.wav bk B 0-10 Southwest test
/test/boy/bk/z7za.wav bk B 0-10 Southwest test
/test/boy/bk/z81a.wav bk B 0-10 Southwest test
/test/boy/bk/za.wav bk B 0-10 Southwest test
/test/boy/bk/zb.wav bk B 0-10 Southwest test
/test/boy/bk/zz41z13a.wav bk B 0-10 Southwest test
/test/boy/bk/zzz31a.wav bk B 0-10 Southwest test
/test/boy/bt/111a.wav bt B 10-20 Southwest test
/test/boy/bt/13o1a.wav bt B 10-20 Southwest test
/test/boy/bt/1569765a.wav bt B 10-20 Southwest test
/test/boy/bt/16675z5a.wav bt B 10-20 Southwest test
/test/boy/bt/19773a.wav bt B 10-20 Southwest test
/test/boy/bt/1a.wav bt B 10-20 Southwest test
/test/boy/bt/1b.wav bt B 10-20 Southwest test
/test/boy/bt/21a.wav bt B 10-20 Southwest test
/test/boy/bt/249z9a.wav bt B 10-20 Southwest test
/test/boy/bt/2537a.wav bt B 10-20 Southwest test
/test/boy/bt/262a.wav bt B 10-20 Southwest test
/test/boy/bt/2a.wav bt B 10-20 Southwest test
/test/boy/bt/2b.wav bt B 10-20 Southwest test
/test/boy/bt/2o2a.wav bt B 10-20 Southwest test
/test/boy/bt/31a.wav bt B 10-20 Southwest test
/test/boy/bt/322a.wav bt B 10-20 Southwest test
/test/boy/bt/32a.wav bt B 10-20 Southwest test
/test/boy/bt/35z3a.wav bt B 10-20 Southwest test
/test/boy/bt/374251oa.wav bt B 10-20 Southwest test
/test/boy/bt/3a.wav bt B 10-20 Southwest test
/test/boy/bt/3b.wav bt B 10-20 Southwest test
/test/boy/bt/41722a.wav bt B 10-20 Southwest test
/test/boy/bt/41a.wav bt B 10-20 Southwest test
/test/boy/bt/447z1a.wav bt B 10-20 Southwest test
/test/boy/bt/454a.wav bt B 10-20 Southwest test
/test/boy/bt/4a.wav bt B 10-20 Southwest test
/test/boy/bt/4b.wav bt B 10-20 Southwest test
/test/boy/bt/4z478a.wav bt B 10-20 Southwest test
/test/boy/bt/52868a.wav bt B 10-20 Southwest test
/test/boy/bt/54a.wav bt B 10-20 Southwest test
/test/boy/bt/58a.wav bt B 10-20 Southwest test
/test/boy/bt/59572a.wav bt B 10-20 Southwest test
/test/boy/bt/5a.wav bt B 10-20 Southwest test
/test/boy/bt/5b.wav bt B 10-20 Southwest test
/test/boy/bt/5oo27a.wav bt B 10-20 Southwest test
/test/boy/bt/61a.wav bt B 10-20 Southwest test
/test/boy/bt/6352a.wav bt B 10-20 Southwest test
/test/boy/bt/64zz918a.wav bt B 10-20 Southwest test
/test/boy/bt/65a.wav bt B 10-20 Southwest test
/test/boy/bt/6a.wav bt B 10-20 Southwest test
/test/boy/bt/6b.wav bt B 10-20 Southwest test
/test/boy/bt/6zza.wav bt B 10-20 Southwest test
/test/boy/bt/748495oa.wav bt B 10-20 Southwest test
/test/boy/bt/7616a.wav bt B 10-20 Southwest test
/test/boy/bt/77982a.wav bt B 10-20 Southwest test
/test/boy/bt/796o71oa.wav bt B 10-20 Southwest test
/test/boy/bt/7a.wav bt B 10-20 Southwest test
/test/boy/bt/7b.wav bt B 10-20 Southwest test
/test/boy/bt/7o19a.wav bt B 10-20 Southwest test
/test/boy/bt/8187a.wav bt B 10-20 Southwest test
/test/boy/bt/8263a.wav bt B 10-20 Southwest test
/test/boy/bt/83oa.wav bt B 10-20 Southwest test
/test/boy/bt/8556686a.wav bt B 10-20 Southwest test
/test/boy/bt/88512a.wav bt B 10-20 Southwest test
/test/boy/bt/8a.wav bt B 10-20 Southwest test
/test/boy/bt/8b.wav bt B 10-20 Southwest test
/test/boy/bt/9245a.wav bt B 10-20 Southwest test
/test/boy/bt/9343z2za.wav bt B 10-20 Southwest test
/test/boy/bt/9694o44a.wav bt B 10-20 Southwest test
/test/boy/bt/99294o3a.wav bt B 10-20 Southwest test
/test/boy/bt/9a.wav bt B 10-20 Southwest test
/test/boy/bt/9b.wav bt B 10-20 Southwest test
/test/boy/bt/9o8a.wav bt B 10-20 Southwest test
/test/boy/bt/o588a.wav bt B 10-20 Southwest test
/test/boy/bt/o5a.wav bt B 10-20 Southwest test
/test/boy/bt/o83a.wav bt B 10-20 Southwest test
/test/boy/bt/o93a.wav bt B 10-20 Southwest test
/test/boy/bt/oa.wav bt B 10-20 Southwest test
/test/boy/bt/ob.wav bt B 10-20 Southwest test
/test/boy/bt/ooo9a.wav bt B 10-20 Southwest test
/test/boy/bt/z362za.wav bt B 10-20 Southwest test
/test/boy/bt/z4a.wav bt B 10-20 Southwest test
/test/boy/bt/z55a.wav bt B 10-20 Southwest test
/test/boy/bt/z67z898a.wav bt B 10-20 Southwest test
/test/boy/bt/z6a.wav bt B 10-20 Southwest test
/test/boy/bt/za.wav bt B 10-20 Southwest test
/test/boy/bt/zb.wav bt B 10-20 Southwest test
/test/boy/dd/1171za.wav dd B 10-20 Southwest test
/test/boy/dd/121za.wav dd B 10-20 Southwest test
/test/boy/dd/1233a.wav dd B 10-20 Southwest test
/test/boy/dd/1881a.wav dd B 10-20 Southwest test
/test/boy/dd/19a.wav dd B 10-20 Southwest test
/test/boy/dd/1a.wav dd B 10-20 Southwest test
/test/boy/dd/1b.wav dd B 10-20 Southwest test
/test/boy/dd/23544a.wav dd B 10-20 Southwest test
/test/boy/dd/24za.wav dd B 10-20 Southwest test
/test/boy/dd/294a.wav dd B 10-20 Southwest test
/test/boy/dd/2a.wav dd B 10-20 Southwest test
/test/boy/dd/2b.wav dd B 10-20 Southwest test
/test/boy/dd/2oo37a.wav dd B 10-20 Southwest test
/test/boy/dd/2za.wav dd B 10-20 Southwest test
/test/boy/dd/331a.wav dd B 10-20 Southwest test
/test/boy/dd/343zz65a.wav dd B 10-20 Southwest test
/test/boy/dd/385za.wav dd B 10-20 Southwest test
/test/boy/dd/38a.wav dd B 10-20 Southwest test
/test/boy/dd/3a.wav dd B 10-20 Southwest test
/test/boy/dd/3b.wav dd B 10-20 Southwest test
/test/boy/dd/3o1a.wav dd B 10-20 Southwest test
/test/boy/dd/4267a.wav dd B 10-20 Southwest test
/test/boy/dd/426o868a.wav dd B 10-20 Southwest test
/test/boy/dd/4583661a.wav dd B 10-20 Southwest test
/test/boy/dd/4991162a.wav dd B 10-20 Southwest test
/test/boy/dd/4a.wav dd B 10-20 Southwest test
/test/boy/dd/4b.wav dd B 10-20 Southwest test
/test/boy/dd/4o4a.wav dd B 10-20 Southwest test
/test/boy/dd/5298a.wav dd B 10-20 Southwest test
/test/boy/dd/5364927a.wav dd B 10-20 Southwest test
/test/boy/dd/5748247a.wav dd B 10-20 Southwest test
/test/boy/dd/598a.wav dd B 10-20 Southwest test
/test/boy/dd/5a.wav dd B 10-20 Southwest test
/test/boy/dd/5b.wav dd B 10-20 Southwest test
/test/boy/dd/5za.wav dd B 10-20 Southwest test
/test/boy/dd/62o5a.wav dd B 10-20 Southwest test
/test/boy/dd/6395a.wav dd B 10-20 Southwest test
/test/boy/dd/654a.wav dd B 10-20 Southwest test
/test/boy/dd/67634a.wav dd B 10-20 Southwest test
/test/boy/dd/69a.wav dd B 10-20 Southwest test
/test/boy/dd/6a.wav dd B 10-20 Southwest test
/test/boy/dd/6b.wav dd B 10-20 Southwest test
/test/boy/dd/72a.wav dd B 10-20 Southwest test
/test/boy/dd/732a.wav dd B 10-20 Southwest test
/test/boy/dd/74151o2a.wav dd B 10-20 Southwest test
/test/boy/dd/76a.wav dd B 10-20 Southwest test
/test/boy/dd/7a.wav dd B 10-20 Southwest test
/test/boy/dd/7b.wav dd B 10-20 Southwest test
/test/boy/dd/7z875a.wav dd B 10-20 Southwest test
/test/boy/dd/8379za.wav dd B 10-20 Southwest test
/test/boy/dd/84722a.wav dd B 10-20 Southwest test
/test/boy/dd/856oa.wav dd B 10-20 Southwest test
/test/boy/dd/86zz5z7a.wav dd B 10-20 Southwest test
/test/boy/dd/8a.wav dd B 10-20 Southwest test
/test/boy/dd/8b.wav dd B 10-20 Southwest test
/test/boy/dd/8z31a.wav dd B 10-20 Southwest test
/test/boy/dd/91a.wav dd B 10-20 Southwest test
/test/boy/dd/92a.wav dd B 10-20 Southwest test
/test/boy/dd/952a.wav dd B 10-20 Southwest test
/test/boy/dd/97197a.wav dd B 10-20 Southwest test
/test/boy/dd/9a.wav dd B 10-20 Southwest test
/test/boy/dd/9b.wav dd B 10-20 Southwest test
/test/boy/dd/9z693a.wav dd B 10-20 Southwest test
/test/boy/dd/o3a.wav dd B 10-20 Southwest test
/test/boy/dd/o4o66o1a.wav dd B 10-20 Southwest test
/test/boy/dd/o99o7a.wav dd B 10-20 Southwest test
/test/boy/dd/o9a.wav dd B 10-20 Southwest test
/test/boy/dd/oa.wav dd B 10-20 Southwest test
/test/boy/dd/ob.wav dd B 10-20 Southwest test
/test/boy/dd/oo57o77a.wav dd B 10-20 Southwest test
/test/boy/dd/z1z2564a.wav dd B 10-20 Southwest test
/test/boy/dd/z55za.wav dd B 10-20 Southwest test
/test/boy/dd/z8za.wav dd B 10-20 Southwest test
/test/boy/dd/z94a.wav dd B 10-20 Southwest test
/test/boy/dd/za.wav dd B 10-20 Southwest test
/test/boy/dd/zb.wav dd B 10-20 Southwest test
/test/boy/dd/zz461a.wav dd B 10-20 Southwest test
/test/boy/dh/127oa.wav dh B 0-10 Southwest test
/test/boy/dh/1379a.wav dh B 0-10 Southwest test
/test/boy/dh/162a.wav dh B 0-10 Southwest test
/test/boy/dh/16o3744a.wav dh B 0-10 Southwest test
/test/boy/dh/1a.wav dh B 0-10 Southwest test
/test/boy/dh/1b.wav dh B 0-10 Southwest test
/test/boy/dh/1o63939a.wav dh B 0-10 Southwest test
/test/boy/dh/22a.wav dh B 0-10 Southwest test
/test/boy/dh/25961a.wav dh B 0-10 Southwest test
/test/boy/dh/26486zza.wav dh B 0-10 Southwest test
/test/boy/dh/269a.wav dh B 0-10 Southwest test
/test/boy/dh/2a.wav dh B 0-10 Southwest test
/test/boy/dh/2b.wav dh B 0-10 Southwest test
/test/boy/dh/2o95a.wav dh B 0-10 Southwest test
/test/boy/dh/33a.wav dh B 0-10 Southwest test
/test/boy/dh/35z6674a.wav dh B 0-10 Southwest test
/test/boy/dh/38za.wav dh B 0-10 Southwest test
/test/boy/dh/3a.wav dh B 0-10 Southwest test
/test/boy/dh/3b.wav dh B 0-10 Southwest test
/test/boy/dh/3o5a.wav dh B 0-10 Southwest test
/test/boy/dh/3z1a.wav dh B 0-10 Southwest test
/test/boy/dh/42z77a.wav dh B 0-10 Southwest test
/test/boy/dh/459o236a.wav dh B 0-10 Southwest test
/test/boy/dh/469a.wav dh B 0-10 Southwest test
/test/boy/dh/488178oa.wav dh B 0-10 Southwest test
/test/boy/dh/4a.wav dh B 0-10 Southwest test
/test/boy/dh/4b.wav dh B 0-10 Southwest test
/test/boy/dh/4o9oa.wav dh B 0-10 Southwest test
/test/boy/dh/51a.wav dh B 0-10 Southwest test
/test/boy/dh/5242a.wav dh B 0-10 Southwest test
/test/boy/dh/55z28a.wav dh B 0-10 Southwest test
/test/boy/dh/583z9a.wav dh B 0-10 Southwest test
/test/boy/dh/5a.wav dh B 0-10 Southwest test
/test/boy/dh/5b.wav dh B 0-10 Southwest test
/test/boy/dh/5o72a.wav dh B 0-10 Southwest test
/test/boy/dh/61a.wav dh B 0-10 Southwest test
/test/boy/dh/627a.wav dh B 0-10 Southwest test
/test/boy/dh/654a.wav dh B 0-10 Southwest test
/test/boy/dh/67317a.wav dh B 0-10 Southwest test
/test/boy/dh/6a.wav dh B 0-10 Southwest test
/test/boy/dh/6b.wav dh B 0-10 Southwest test
/test/boy/dh/6z496a.wav dh B 0-10 Southwest test
/test/boy/dh/715a.wav dh B 0-10 Southwest test
/test/boy/dh/71o57a.wav dh B 0-10 Southwest test
/test/boy/dh/725a.wav dh B 0-10 Southwest test
/test/boy/dh/7576a.wav dh B 0-10 Southwest test
/test/boy/dh/79211a.wav dh B 0-10 Southwest test
/test/boy/dh/7a.wav dh B 0-10 Southwest test
/test/boy/dh/7b.wav dh B 0-10 Southwest test
/test/boy/dh/8221463a.wav dh B 0-10 Southwest test
/test/boy/dh/82z32a.wav dh B 0-10 Southwest test
/test/boy/dh/847zza.wav dh B 0-10 Southwest test
/test/boy/dh/876a.wav dh B 0-10 Southwest test
/test/boy/dh/89a.wav dh B 0-10 Southwest test
/test/boy/dh/8a.wav dh B 0-10 Southwest test
/test/boy/dh/8b.wav dh B 0-10 Southwest test
/test/boy/dh/928za.wav dh B 0-10 Southwest test
/test/boy/dh/931189za.wav dh B 0-10 Southwest test
/test/boy/dh/98a.wav dh B 0-10 Southwest test
/test/boy/dh/99a.wav dh B 0-10 Southwest test
/test/boy/dh/9a.wav dh B 0-10 Southwest test
/test/boy/dh/9b.wav dh B 0-10 Southwest test
/test/boy/dh/9oa.wav dh B 0-10 Southwest test
/test/boy/dh/o245352a.wav dh B 0-10 Southwest test
/test/boy/dh/o4a.wav dh B 0-10 Southwest test
/test/boy/dh/o6a.wav dh B 0-10 Southwest test
/test/boy/dh/o7oo194a.wav dh B 0-10 Southwest test
/test/boy/dh/o868a.wav dh B 0-10 Southwest test
/test/boy/dh/oa.wav dh B 0-10 Southwest test
/test/boy/dh/ob.wav dh B 0-10 Southwest test
/test/boy/dh/z133436a.wav dh B 0-10 Southwest test
/test/boy/dh/z3a.wav dh B 0-10 Southwest test
/test/boy/dh/z5z81a.wav dh B 0-10 Southwest test
/test/boy/dh/z738a.wav dh B 0-10 Southwest test
/test/boy/dh/za.wav dh B 0-10 Southwest test
/test/boy/dh/zb.wav dh B 0-10 Southwest test
/test/boy/dh/zz43a.wav dh B 0-10 Southwest test
/test/boy/dt/1388585a.wav dt B 0-10 Southwest test
/test/boy/dt/17382a.wav dt B 0-10 Southwest test
/test/boy/dt/184za.wav dt B 0-10 Southwest test
/test/boy/dt/19z9a.wav dt B 0-10 Southwest test
/test/boy/dt/1a.wav dt B 0-10 Southwest test
/test/boy/dt/1b.wav dt B 0-10 Southwest test
/test/boy/dt/1o32o99a.wav dt B 0-10 Southwest test
/test/boy/dt/21a.wav dt B 0-10 Southwest test
/test/boy/dt/2372a.wav dt B 0-10 Southwest test
/test/boy/dt/2426z33a.wav dt B 0-10 Southwest test
/test/boy/dt/2572393a.wav dt B 0-10 Southwest test
/test/boy/dt/26531a.wav dt B 0-10 Southwest test
/test/boy/dt/2a.wav dt B 0-10 Southwest test
/test/boy/dt/2b.wav dt B 0-10 Southwest test
/test/boy/dt/31a.wav dt B 0-10 Southwest test
/test/boy/dt/32zz4a.wav dt B 0-10 Southwest test
/test/boy/dt/34924a.wav dt B 0-10 Southwest test
/test/boy/dt/34a.wav dt B 0-10 Southwest test
/test/boy/dt/357a.wav dt B 0-10 Southwest test
/test/boy/dt/3a.wav dt B 0-10 Southwest test
/test/boy/dt/3b.wav dt B 0-10 Southwest test
/test/boy/dt/4187oa.wav dt B 0-10 Southwest test
/test/boy/dt/4365a.wav dt B 0-10 Southwest test
/test/boy/dt/47za.wav dt B 0-10 Southwest test
/test/boy/dt/48a.wav dt B 0-10 Southwest test
/test/boy/dt/4a.wav dt B 0-10 Southwest test
/test/boy/dt/4b.wav dt B 0-10 Southwest test
/test/boy/dt/4z41zzza.wav dt B 0-10 Southwest test
/test/boy/dt/513za.wav dt B 0-10 Southwest test
/test/boy/dt/53717a.wav dt B 0-10 Southwest test
/test/boy/dt/55a.wav dt B 0-10 Southwest test
/test/boy/dt/591za.wav dt B 0-10 Southwest test
/test/boy/dt/5a.wav dt B 0-10 Southwest test
/test/boy/dt/5b.wav dt B 0-10 Southwest test
/test/boy/dt/5o627a.wav dt B 0-10 Southwest test
/test/boy/dt/61a.wav dt B 0-10 Southwest test
/test/boy/dt/6445za.wav dt B 0-10 Southwest test
/test/boy/dt/661a.wav dt B 0-10 Southwest test
/test/boy/dt/679a.wav dt B 0-10 Southwest test
/test/boy/dt/69a.wav dt B 0-10 Southwest test
/test/boy/dt/6a.wav dt B 0-10 Southwest test
/test/boy/dt/6b.wav dt B 0-10 Southwest test
/test/boy/dt/733a.wav dt B 0-10 Southwest test
/test/boy/dt/75o8o22a.wav dt B 0-10 Southwest test
/test/boy/dt/762a.wav dt B 0-10 Southwest test
/test/boy/dt/782a.wav dt B 0-10 Southwest test
/test/boy/dt/78a.wav dt B 0-10 Southwest test
/test/boy/dt/7a.wav dt B 0-10 Southwest test
/test/boy/dt/7b.wav dt B 0-10 Southwest test
/test/boy/dt/83za.wav dt B 0-10 Southwest test
/test/boy/dt/8696a.wav dt B 0-10 Southwest test
/test/boy/dt/8842a.wav dt B 0-10 Southwest test
/test/boy/dt/8a.wav dt B 0-10 Southwest test
/test/boy/dt/8b.wav dt B 0-10 Southwest test
/test/boy/dt/8o6o563a.wav dt B 0-10 Southwest test
/test/boy/dt/8z14a.wav dt B 0-10 Southwest test
/test/boy/dt/911a.wav dt B 0-10 Southwest test
/test/boy/dt/921a.wav dt B 0-10 Southwest test
/test/boy/dt/94774a.wav dt B 0-10 Southwest test
/test/boy/dt/95a.wav dt B 0-10 Southwest test
/test/boy/dt/979oa.wav dt B 0-10 Southwest test
/test/boy/dt/9a.wav dt B 0-10 Southwest test
/test/boy/dt/9b.wav dt B 0-10 Southwest test
/test/boy/dt/o398a.wav dt B 0-10 Southwest test
/test/boy/dt/o5166o7a.wav dt B 0-10 Southwest test
/test/boy/dt/o9a.wav dt B 0-10 Southwest test
/test/boy/dt/oa.wav dt B 0-10 Southwest test
/test/boy/dt/ob.wav dt B 0-10 Southwest test
/test/boy/dt/oo228a.wav dt B 0-10 Southwest test
/test/boy/dt/ooa.wav dt B 0-10 Southwest test
/test/boy/dt/z2z5981a.wav dt B 0-10 Southwest test
/test/boy/dt/z3z25a.wav dt B 0-10 Southwest test
/test/boy/dt/z546368a.wav dt B 0-10 Southwest test
/test/boy/dt/z7za.wav dt B 0-10 Southwest test
/test/boy/dt/za.wav dt B 0-10 Southwest test
/test/boy/dt/zb.wav dt B 0-10 Southwest test
/test/boy/dt/zz64z11a.wav dt B 0-10 Southwest test
/test/boy/fb/1339a.wav fb B 10-20 Gulf_South test
/test/boy/fb/142z4a.wav fb B 10-20 Gulf_South test
/test/boy/fb/14a.wav fb B 10-20 Gulf_South test
/test/boy/fb/18776z1a.wav fb B 10-20 Gulf_South test
/test/boy/fb/1a.wav fb B 10-20 Gulf_South test
/test/boy/fb/1b.wav fb B 10-20 Gulf_South test
/test/boy/fb/1o8a.wav fb B 10-20 Gulf_South test
/test/boy/fb/22651a.wav fb B 10-20 Gulf_South test
/test/boy/fb/228a.wav fb B 10-20 Gulf_South test
/test/boy/fb/26a.wav fb B 10-20 Gulf_South test
/test/boy/fb/275a.wav fb B 10-20 Gulf_South test
/test/boy/fb/292z7a.wav fb B 10-20 Gulf_South test
